Durations: Step: 2875.10ms, Save: 60.81ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2882.82ms, Save: 60.33ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2920.20ms, Save: 62.79ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2864.37ms, Save: 64.33ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2943.48ms, Save: 65.19ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2878.91ms, Save: 61.91ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2865.17ms, Save: 55.43ms, Logits: 0.23ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2850.75ms, Save: 55.56ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2872.96ms, Save: 58.13ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3003.66ms, Save: 57.64ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3073.11ms, Save: 65.76ms, Logits: 0.28ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3636.79ms, Save: 58.77ms, Logits: 0.32ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3221.53ms, Save: 56.85ms, Logits: 0.28ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3283.15ms, Save: 58.75ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3303.12ms, Save: 56.27ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3533.57ms, Save: 58.14ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3433.16ms, Save: 60.48ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3406.87ms, Save: 57.93ms, Logits: 0.28ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3227.24ms, Save: 61.58ms, Logits: 0.28ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3315.83ms, Save: 56.43ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3853.35ms, Save: 57.76ms, Logits: 0.37ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4281.50ms, Save: 61.31ms, Logits: 0.39ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3440.54ms, Save: 58.77ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3263.42ms, Save: 56.71ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3235.52ms, Save: 59.70ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3396.46ms, Save: 58.14ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3277.66ms, Save: 61.02ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3274.72ms, Save: 57.49ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3207.47ms, Save: 57.67ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3248.70ms, Save: 57.71ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3242.07ms, Save: 57.25ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3616.57ms, Save: 62.74ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3664.62ms, Save: 58.08ms, Logits: 0.30ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3135.46ms, Save: 59.66ms, Load: 5.31ms, Logits: 0.28ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3210.24ms, Save: 59.26ms, Load: 5.13ms, Logits: 0.25ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3067.69ms, Save: 56.05ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2931.73ms, Save: 57.45ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3045.83ms, Save: 58.16ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3065.83ms, Save: 57.57ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3046.58ms, Save: 55.74ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3068.77ms, Save: 57.06ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3088.22ms, Save: 55.29ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3089.50ms, Save: 56.44ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3159.84ms, Save: 59.12ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3088.18ms, Save: 57.33ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3103.88ms, Save: 60.25ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3105.13ms, Save: 57.97ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3108.86ms, Save: 57.13ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3116.05ms, Save: 56.89ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3091.42ms, Save: 59.33ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3109.41ms, Save: 59.20ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3108.89ms, Save: 57.65ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3118.93ms, Save: 59.48ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3124.00ms, Save: 56.37ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3151.27ms, Save: 57.54ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3129.34ms, Save: 60.45ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3141.83ms, Save: 58.75ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3131.93ms, Save: 56.82ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3135.35ms, Save: 57.14ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3151.02ms, Save: 56.66ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3142.96ms, Save: 57.95ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3148.61ms, Save: 57.92ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3130.05ms, Save: 57.16ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3152.66ms, Save: 56.26ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3148.04ms, Save: 56.97ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3200.63ms, Save: 58.39ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3177.98ms, Save: 59.66ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3135.87ms, Save: 57.92ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3149.49ms, Save: 61.30ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3153.97ms, Save: 57.04ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3152.06ms, Save: 56.08ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3149.95ms, Save: 56.97ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3178.86ms, Save: 58.79ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3150.50ms, Save: 56.59ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3150.15ms, Save: 56.25ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3154.00ms, Save: 58.05ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3164.30ms, Save: 60.30ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3178.19ms, Save: 59.54ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3158.59ms, Save: 58.14ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3172.76ms, Save: 59.22ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3189.15ms, Save: 61.69ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3216.49ms, Save: 57.52ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3170.05ms, Save: 57.86ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3173.75ms, Save: 58.08ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3171.86ms, Save: 60.47ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3176.93ms, Save: 57.14ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3154.86ms, Save: 56.33ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3212.28ms, Save: 60.37ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3252.23ms, Save: 59.26ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3145.82ms, Save: 56.99ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3145.12ms, Save: 62.02ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3145.16ms, Save: 57.94ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3164.09ms, Save: 55.91ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3228.56ms, Save: 55.40ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3548.13ms, Save: 66.01ms, Logits: 0.30ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3024.89ms, Save: 61.36ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3138.99ms, Save: 60.25ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3247.66ms, Save: 60.13ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3134.73ms, Save: 59.94ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3307.42ms, Save: 60.76ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3234.53ms, Save: 61.07ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3193.22ms, Save: 59.89ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3344.39ms, Save: 63.93ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3294.14ms, Save: 58.29ms, Logits: 0.28ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3341.40ms, Save: 61.24ms, Logits: 0.28ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3477.61ms, Save: 62.94ms, Logits: 0.28ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3130.33ms, Save: 62.26ms, Load: 4.77ms, Logits: 0.27ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3629.59ms, Save: 61.42ms, Logits: 0.28ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2986.71ms, Save: 57.77ms, Load: 5.23ms, Logits: 0.25ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3662.56ms, Save: 59.16ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3096.63ms, Save: 63.46ms, Load: 5.48ms, Logits: 0.26ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3388.00ms, Save: 55.52ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3321.11ms, Save: 56.81ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3387.70ms, Save: 57.24ms, Logits: 0.28ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3246.13ms, Save: 55.55ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3530.05ms, Save: 57.22ms, Logits: 0.28ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3367.73ms, Save: 57.61ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3269.86ms, Save: 56.13ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3250.41ms, Save: 57.68ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3288.84ms, Save: 60.67ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3116.00ms, Save: 59.38ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3274.75ms, Save: 56.61ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3220.24ms, Save: 55.36ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3196.11ms, Save: 56.87ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3723.65ms, Save: 57.66ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3908.84ms, Save: 57.09ms, Logits: 0.30ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3376.82ms, Save: 61.99ms, Load: 5.03ms, Logits: 0.27ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3305.47ms, Save: 57.05ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3333.16ms, Save: 59.44ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3367.89ms, Save: 57.07ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3254.69ms, Save: 57.50ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3326.55ms, Save: 57.48ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3690.98ms, Save: 59.29ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3310.55ms, Save: 57.13ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3362.06ms, Save: 56.15ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3331.85ms, Save: 57.05ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3316.26ms, Save: 58.14ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3331.80ms, Save: 57.47ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3485.76ms, Save: 56.07ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3322.91ms, Save: 57.39ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3263.60ms, Save: 57.28ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3277.71ms, Save: 58.14ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3283.85ms, Save: 56.10ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3629.03ms, Save: 61.18ms, Logits: 0.27ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3318.28ms, Save: 55.98ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2737.87ms, Save: 59.69ms, Load: 4.99ms, Logits: 0.24ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2719.63ms, Save: 57.61ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2746.06ms, Save: 58.72ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2790.51ms, Save: 55.18ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2798.51ms, Save: 56.07ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2818.97ms, Save: 61.54ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3129.01ms, Save: 62.12ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2800.45ms, Save: 85.78ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2808.02ms, Save: 55.90ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2809.04ms, Save: 56.95ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2846.75ms, Save: 58.63ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2825.36ms, Save: 59.21ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2843.28ms, Save: 58.49ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3116.47ms, Save: 59.55ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2811.44ms, Save: 57.93ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2826.13ms, Save: 83.84ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2839.65ms, Save: 60.08ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2843.28ms, Save: 60.25ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2861.09ms, Save: 57.53ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3084.21ms, Save: 57.79ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2759.18ms, Save: 58.82ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2758.95ms, Save: 57.86ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2789.04ms, Save: 57.89ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2772.77ms, Save: 82.55ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2785.47ms, Save: 56.42ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3109.18ms, Save: 58.71ms, Logits: 0.29ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2835.89ms, Save: 56.86ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2815.68ms, Save: 56.68ms, Logits: 0.24ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2843.24ms, Save: 58.44ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2839.85ms, Save: 59.48ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2840.07ms, Save: 86.56ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2848.95ms, Save: 60.92ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3068.69ms, Save: 57.73ms, Logits: 0.33ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2818.34ms, Save: 57.77ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2867.03ms, Save: 56.00ms, Logits: 0.26ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2836.11ms, Save: 58.54ms, Logits: 0.25ms, Load: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
